accessed_date,duration_(secs),network_protocol,ip,bytes,accessed_Ffom,age,gender,country,membership,language,sales,returned,returned_amount,pay_method,no_purchase,high_returns,short_sessions,churn_score,churn_risk
2017-03-15 16:42:36.344,2832,HTTP,153.208.10.158,264,Chrome,--,Unknown,CA,Not Logged In,Japanese,0.0,No,0.0,Cash,True,False,True,2,True
2017-03-15 17:36:13.444,2134,HTTP,153.211.172.166,589,Chrome,42,Female,AT,Normal,Chinese,0.0,Yes,5.23,Cash,True,True,True,3,True
2017-03-15 17:38:13.549,3989,HTTP,153.219.80.227,1725,Chrome,42,Male,US,Normal,Chinese,0.0,Yes,75.75,Credit Card,True,True,False,2,True
2017-03-15 17:38:13.549,2131,HTTP,153.222.119.251,579,Chrome,44,Female,CA,Normal,Japanese,0.0,Yes,1500.4,Others,True,True,True,3,True
2017-03-15 16:43:02.543,2865,HTTP,153.92.45.157,138,IOS App,--,Unknown,US,Not Logged In,Chinese,0.0,No,0.0,Cash,True,False,True,2,True
2017-03-15 16:43:19.663,2598,HTTP,154.118.23.27,138,Safari,--,Unknown,ZA,Not Logged In,Chinese,0.0,No,0.0,Cash,True,False,True,2,True
2017-03-15 17:39:13.439,3741,HTTP,154.122.55.15,586,Others,47,Male,US,Normal,Chinese,0.0,Yes,35.84,Debit Card,True,True,False,2,True
2017-03-15 17:42:55.323,1761,HTTP,154.126.117.107,46,Others,--,Unknown,RU,Not Logged In,Spanish,0.0,No,0.0,Credit Card,True,False,True,2,True
2017-03-15 16:44:26.657,1900,HTTP,154.126.9.122,138,Safari,--,Unknown,JP,Not Logged In,Spanish,0.0,No,0.0,Cash,True,False,True,2,True
2017-03-15 16:44:54.673,3082,HTTP,154.126.97.95,46,Safari,--,Unknown,CA,Not Logged In,Chinese,0.0,No,0.0,Cash,True,False,True,2,True
2017-03-15 17:41:43.585,3387,HTTP,154.16.127.170,6654,Microsoft Edge,18,Female,IT,Premium,Chinese,0.0,Yes,35.84,Others,True,True,False,2,True
2017-03-15 17:44:31.634,2879,HTTP,154.66.15.68,1514,Chrome,57,Female,US,Premium,Chinese,0.0,Yes,600.17,Cash,True,True,True,3,True
2017-03-15 17:45:04.347,2210,HTTP,154.66.170.70,46,Others,19,Male,IN,Premium,French,0.0,Yes,4200.0,Cash,True,True,True,3,True
2017-03-15 17:42:13.442,3860,HTTP,154.66.171.36,586,Mozilla Firefox,69,Female,CH,Normal,French,0.0,Yes,900.24,Credit Card,True,True,False,2,True
2017-03-15 17:45:23.741,4673,HTTP,154.68.21.161,248,Android App,37,Female,CA,Premium,Chinese,0.0,Yes,81.32,Cash,True,True,False,2,True
2017-03-15 17:45:57.133,2116,HTTP,154.69.52.59,262,Android App,35,Male,RU,Premium,Chinese,0.0,Yes,162.64,Cash,True,True,True,3,True
2017-03-15 16:12:31.729,2426,HTTP,154.73.12.100,276,Chrome,--,Unknown,CN,Not Logged In,Chinese,0.0,No,0.0,Others,True,False,True,2,True
2017-03-15 16:49:02.480,3139,HTTP,154.73.15.44,92,Mozilla Firefox,--,Unknown,IT,Not Logged In,Chinese,0.0,No,0.0,Cash,True,False,True,2,True
2017-03-15 16:49:02.480,2588,HTTP,154.73.15.9,308,Mozilla Firefox,--,Unknown,CA,Not Logged In,Chinese,0.0,No,0.0,Debit Card,True,False,True,2,True
2017-03-15 17:47:56.458,1561,HTTP,155.133.82.184,46,Chrome,38,Male,IN,Premium,Chinese,0.0,Yes,600.16,Debit Card,True,True,True,3,True
2017-03-15 17:48:33.331,3367,HTTP,155.254.235.141,40,Safari,51,Male,SE,Premium,Chinese,0.0,Yes,600.16,Cash,True,True,False,2,True
2017-03-15 16:50:19.854,3085,HTTP,155.56.68.216,138,Others,--,Unknown,ZA,Not Logged In,Chinese,0.0,No,0.0,Cash,True,False,True,2,True
2017-03-15 17:48:56.788,2523,HTTP,155.94.134.224,40,Others,65,Female,CA,Premium,Chinese,0.0,Yes,121.98,Cash,True,True,True,3,True
2017-03-15 16:13:03.931,2468,HTTP,155.94.137.32,184,Others,--,Unknown,NO,Not Logged In,Chinese,0.0,No,0.0,Others,True,False,True,2,True
2017-03-15 17:47:35.166,4881,HTTP,155.94.139.56,515,Microsoft Edge,24,Female,US,Normal,Chinese,0.0,Yes,900.24,Cash,True,True,False,2,True
2017-03-15 17:47:35.166,4874,HTTP,155.94.141.121,589,IOS App,46,Female,CA,Normal,Chinese,0.0,Yes,26.15,Cash,True,True,False,2,True
2017-03-15 17:47:35.166,2977,HTTP,155.94.141.188,702,IOS App,21,Female,JP,Normal,Chinese,0.0,Yes,107.52,Credit Card,True,True,True,3,True
2017-03-15 16:52:08.313,2715,HTTP,155.94.165.188,138,Chrome,--,Unknown,CA,Not Logged In,Chinese,0.0,No,0.0,Credit Card,True,False,True,2,True
2017-03-15 17:48:13.395,4356,HTTP,155.94.176.169,561,Chrome,46,Female,CN,Normal,Spanish,0.0,Yes,143.36,Cash,True,True,False,2,True
2017-03-15 16:53:35.871,2178,HTTP,155.94.208.246,308,Mozilla Firefox,--,Unknown,FI,Not Logged In,Chinese,0.0,No,0.0,Others,True,False,True,2,True
2017-03-15 17:50:09.165,2323,HTTP,155.94.219.246,732,Android App,64,Female,AU,Premium,Chinese,0.0,Yes,2400.68,Cash,True,True,True,3,True
2017-03-15 17:50:09.165,3138,HTTP,155.94.219.68,2610,Android App,55,Male,CA,Premium,Chinese,0.0,Yes,300.08,Credit Card,True,True,True,3,True
2017-03-15 17:52:22.454,1963,HTTP,156.107.90.66,40,Android App,34,Female,US,Premium,Chinese,0.0,Yes,179.2,Credit Card,True,True,True,3,True
2017-03-15 17:52:22.456,2516,HTTP,156.154.81.54,44,Android App,--,Unknown,CN,Not Logged In,Chinese,0.0,No,0.0,Cash,True,False,True,2,True
2017-03-15 17:52:21.242,2821,HTTP,156.208.140.178,3423,Android App,56,Female,CN,Premium,Chinese,0.0,Yes,900.24,Credit Card,True,True,True,3,True
2017-03-15 17:49:26.270,4717,HTTP,156.208.196.193,2717,Android App,51,Female,AT,Premium,Chinese,0.0,Yes,26.15,Others,True,True,False,2,True
2017-03-15 16:54:06.543,1870,HTTP,156.208.38.241,138,Android App,--,Unknown,GB,Not Logged In,Chinese,0.0,No,0.0,Credit Card,True,False,True,2,True
2017-03-15 16:54:06.543,2518,HTTP,156.208.95.216,308,Android App,--,Unknown,CA,Not Logged In,Chinese,0.0,No,0.0,Cash,True,False,True,2,True
2017-03-15 17:49:36.476,1765,HTTP,156.34.3.182,2625,Android App,35,Female,PL,Premium,Chinese,0.0,Yes,5.23,Cash,True,True,True,3,True
2017-03-15 17:50:03.001,3807,HTTP,158.106.67.131,1699,Mozilla Firefox,18,Female,NO,Premium,Chinese,0.0,Yes,1200.32,Credit Card,True,True,False,2,True
2017-03-15 17:50:03.001,4168,HTTP,158.106.67.134,2665,Mozilla Firefox,43,Female,CH,Premium,Chinese,0.0,Yes,1800.51,Debit Card,True,True,False,2,True
2017-03-15 17:50:17.997,2671,HTTP,158.106.67.146,2665,Chrome,22,Female,US,Premium,Chinese,0.0,Yes,900.24,Credit Card,True,True,True,3,True
2017-03-15 17:50:24.688,3733,HTTP,158.106.67.153,1699,Chrome,21,Male,CA,Premium,Chinese,0.0,Yes,40.66,Cash,True,True,False,2,True
2017-03-15 17:50:35.171,2923,HTTP,158.106.67.164,702,Chrome,46,Male,CA,Normal,Chinese,0.0,Yes,5.23,Cash,True,True,True,3,True
2017-03-15 17:50:36.196,1546,HTTP,158.106.67.192,614,IOS App,57,Female,AT,Normal,Chinese,0.0,Yes,900.24,Others,True,True,True,3,True
2017-03-15 17:53:42.363,4999,HTTP,158.106.67.200,46,IOS App,52,Female,IT,Premium,Chinese,0.0,Yes,600.16,Others,True,True,False,2,True
2017-03-15 17:48:42.846,2158,HTTP,158.148.205.148,283,Microsoft Edge,40,Female,IT,Premium,Chinese,0.0,Yes,179.2,Cash,True,True,True,3,True
2017-03-15 17:53:45.324,4659,HTTP,158.222.10.22,506,Safari,67,Female,IT,Premium,Chinese,0.0,Yes,600.16,Credit Card,True,True,False,2,True
2017-03-15 17:51:13.394,3559,HTTP,158.222.12.213,515,Others,67,Male,RU,Normal,Chinese,0.0,Yes,900.24,Cash,True,True,False,2,True
2017-03-15 17:51:13.446,2780,HTTP,158.222.13.66,614,Others,60,Male,GB,Normal,Chinese,0.0,Yes,162.64,Cash,True,True,True,3,True
2017-03-15 17:52:35.166,2507,HTTP,158.222.15.15,589,Safari,67,Female,GB,Normal,Chinese,0.0,Yes,2400.68,Credit Card,True,True,True,3,True
2017-03-15 17:55:53.334,2178,HTTP,158.222.3.91,395,Safari,69,Male,NO,Premium,Chinese,0.0,Yes,15.15,Cash,True,True,True,3,True
2017-03-15 17:56:02.300,4896,HTTP,158.222.4.151,46,Microsoft Edge,54,Female,JP,Premium,German,0.0,Yes,1500.4,Debit Card,True,True,False,2,True
2017-03-15 16:57:33.358,4732,HTTP,158.222.4.23,46,Microsoft Edge,31,Male,SE,Premium,Chinese,0.0,Yes,107.52,Cash,True,True,False,2,True
2017-03-15 17:48:13.438,1618,HTTP,158.222.9.148,1258,Chrome,23,Male,DE,Normal,Chinese,0.0,Yes,1050.0,Cash,True,True,True,3,True
2017-03-15 17:56:37.448,4777,HTTP,158.64.77.102,3530,Chrome,27,Male,IT,Premium,Chinese,0.0,Yes,15.69,Debit Card,True,True,False,2,True
2017-03-15 17:54:27.131,2385,HTTP,158.69.102.158,1741,Others,63,Male,IT,Premium,italian,0.0,Yes,600.16,Debit Card,True,True,True,3,True
2017-03-15 17:55:08.661,4757,HTTP,158.69.192.40,2365,Others,32,Female,AT,Premium,Chinese,0.0,Yes,203.3,Cash,True,True,False,2,True
2017-03-15 17:54:13.441,4366,HTTP,158.70.23.169,586,Mozilla Firefox,49,Male,US,Normal,Chinese,0.0,Yes,300.08,Debit Card,True,True,False,2,True
2017-03-15 17:57:17.844,3134,HTTP,158.85.11.189,5449,Mozilla Firefox,23,Female,IT,Premium,Chinese,0.0,Yes,5250.0,Credit Card,True,True,True,3,True
2017-03-15 17:00:04.286,1602,HTTP,159.220.74.1,264,Android App,--,Unknown,AT,Not Logged In,Chinese,0.0,No,0.0,Cash,True,False,True,2,True
2017-03-15 17:00:12.087,2590,HTTP,159.220.74.5,308,Android App,--,Unknown,US,Not Logged In,Chinese,0.0,No,0.0,Others,True,False,True,2,True
2017-03-15 17:00:21.295,2763,HTTP,159.224.216.84,308,Android App,--,Unknown,US,Not Logged In,Spanish,0.0,No,0.0,Credit Card,True,False,True,2,True
2017-03-15 17:00:21.952,3237,HTTP,159.224.64.213,308,Android App,--,Unknown,NO,Not Logged In,Russian,0.0,No,0.0,Cash,True,False,True,2,True
2017-03-15 17:59:00.145,2491,HTTP,159.45.186.43,44,Android App,--,Unknown,CH,Not Logged In,Chinese,0.0,No,0.0,Debit Card,True,False,True,2,True
2017-03-15 17:59:01.765,2016,HTTP,159.45.22.7,44,Android App,--,Unknown,IT,Not Logged In,Chinese,0.0,No,0.0,Debit Card,True,False,True,2,True
2017-03-15 17:59:05.280,1529,HTTP,159.45.71.15,92,Chrome,--,Unknown,JP,Not Logged In,Chinese,0.0,No,0.0,Others,True,False,True,2,True
2017-03-15 17:59:06.627,3174,HTTP,159.50.252.34,92,Mozilla Firefox,--,Unknown,PE,Not Logged In,Chinese,0.0,No,0.0,Cash,True,False,True,2,True
2017-03-15 17:59:08.251,1968,HTTP,159.53.174.140,92,Mozilla Firefox,--,Unknown,GB,Not Logged In,Chinese,0.0,No,0.0,Cash,True,False,True,2,True
2017-03-15 17:59:12.041,2433,HTTP,159.53.46.140,44,Mozilla Firefox,--,Unknown,IT,Not Logged In,Chinese,0.0,No,0.0,Cash,True,False,True,2,True
2017-03-15 17:59:18.724,2551,HTTP,160.152.9.215,92,Chrome,--,Unknown,US,Not Logged In,Chinese,0.0,No,0.0,Cash,True,False,True,2,True
2017-03-15 17:59:18.724,1932,HTTP,160.158.47.40,44,Chrome,--,Unknown,IN,Not Logged In,italian,0.0,No,0.0,Cash,True,False,True,2,True
2017-03-15 17:59:19.295,1790,HTTP,160.16.218.15,92,Chrome,--,Unknown,IT,Not Logged In,Chinese,0.0,No,0.0,Credit Card,True,False,True,2,True
2017-03-15 17:59:19.295,3008,HTTP,160.165.63.32,44,Chrome,--,Unknown,IT,Not Logged In,French,0.0,No,0.0,Credit Card,True,False,True,2,True
2017-03-15 17:59:20.863,2829,HTTP,160.168.82.110,92,Chrome,--,Unknown,US,Not Logged In,French,0.0,No,0.0,Credit Card,True,False,True,2,True
2017-03-15 17:59:20.863,2017,HTTP,160.176.125.46,44,Chrome,--,Unknown,CA,Not Logged In,French,0.0,No,0.0,Cash,True,False,True,2,True
2017-03-15 17:59:25.365,2037,HTTP,160.176.133.51,92,IOS App,--,Unknown,SE,Not Logged In,French,0.0,No,0.0,Cash,True,False,True,2,True
2017-03-15 17:59:25.563,1661,HTTP,160.176.33.81,92,IOS App,--,Unknown,IN,Not Logged In,Chinese,0.0,No,0.0,Credit Card,True,False,True,2,True
2017-03-15 17:59:19.638,2464,HTTP,160.177.193.154,277,IOS App,68,Female,NO,Premium,Chinese,0.0,Yes,81.32,Cash,True,True,True,3,True
2017-03-15 17:59:19.638,2547,HTTP,160.177.49.137,4369,IOS App,45,Male,ZA,Premium,French,0.0,Yes,121.98,Cash,True,True,True,3,True
2017-03-15 17:59:31.850,2909,HTTP,160.242.150.18,92,Microsoft Edge,--,Unknown,PE,Not Logged In,Chinese,0.0,No,0.0,Credit Card,True,False,True,2,True
2017-03-15 17:59:32.068,2432,HTTP,160.62.4.101,44,Safari,--,Unknown,CH,Not Logged In,Chinese,0.0,No,0.0,Debit Card,True,False,True,2,True
2017-03-15 17:59:33.462,3055,HTTP,160.94.113.50,44,Safari,--,Unknown,JP,Not Logged In,Chinese,0.0,No,0.0,Credit Card,True,False,True,2,True
2017-03-15 17:56:35.169,3316,HTTP,160.96.214.144,556,Safari,64,Female,AT,Normal,Chinese,0.0,Yes,1500.4,Cash,True,True,False,2,True
2017-03-15 17:57:13.453,1771,HTTP,162.17.218.201,614,IOS App,61,Male,US,Normal,Chinese,0.0,Yes,40.66,Credit Card,True,True,True,3,True
2017-03-15 17:01:46.234,3216,HTTP,162.17.30.129,138,Microsoft Edge,--,Unknown,GB,Not Logged In,Chinese,0.0,No,0.0,Cash,True,False,True,2,True
2017-03-15 17:01:46.234,3128,HTTP,162.17.85.25,308,Microsoft Edge,--,Unknown,RU,Not Logged In,Chinese,0.0,No,0.0,Credit Card,True,False,True,2,True
2017-03-15 17:01:55.164,2953,HTTP,162.193.205.159,138,IOS App,--,Unknown,CH,Not Logged In,Chinese,0.0,No,0.0,Credit Card,True,False,True,2,True
2017-03-15 17:00:55.337,2048,HTTP,162.209.180.210,231,Chrome,49,Male,IN,Premium,Chinese,0.0,Yes,5.23,Cash,True,True,True,3,True
2017-03-15 17:57:52.401,2747,HTTP,162.211.148.210,2961,Chrome,26,Male,GB,Premium,Chinese,0.0,Yes,1200.32,Cash,True,True,True,3,True
2017-03-15 17:57:59.558,1595,HTTP,162.218.88.199,2617,Others,52,Female,IN,Premium,Chinese,0.0,Yes,5.23,Debit Card,True,True,True,3,True
2017-03-15 17:58:13.393,3098,HTTP,162.220.246.230,561,Mozilla Firefox,25,Male,CH,Normal,Chinese,0.0,Yes,143.36,Others,True,True,True,3,True
2017-03-15 17:58:13.393,2448,HTTP,162.221.197.82,589,Mozilla Firefox,24,Male,AR,Normal,Chinese,0.0,Yes,300.08,Credit Card,True,True,True,3,True
2017-03-15 17:58:07.386,2319,HTTP,162.230.202.70,2961,Android App,39,Female,AU,Premium,Chinese,0.0,Yes,203.3,Credit Card,True,True,True,3,True
2017-03-15 17:58:24.077,3393,HTTP,162.239.133.198,2137,Android App,57,Male,FI,Premium,Chinese,0.0,Yes,900.24,Cash,True,True,False,2,True
2017-03-15 17:58:24.077,2336,HTTP,162.243.199.43,3357,Android App,35,Female,IT,Premium,Chinese,0.0,Yes,900.24,Credit Card,True,True,True,3,True
2017-03-15 17:58:46.489,3768,HTTP,162.244.15.250,2841,Android App,39,Male,IN,Premium,Chinese,0.0,Yes,71.68,Debit Card,True,True,False,2,True
2017-03-15 17:58:54.881,1710,HTTP,162.244.15.250,2669,Android App,35,Male,IT,Premium,Chinese,0.0,Yes,203.3,Others,True,True,True,3,True
2017-03-15 18:02:04.922,4370,HTTP,162.244.34.4,40,Mozilla Firefox,42,Female,IT,Premium,Chinese,0.0,Yes,30.3,Cash,True,True,False,2,True
2017-03-15 17:59:22.650,4572,HTTP,162.244.8.169,1645,Chrome,49,Male,IT,Premium,Chinese,0.0,Yes,15.69,Cash,True,True,False,2,True
2017-03-15 17:59:22.650,4033,HTTP,162.244.8.169,2669,Chrome,30,Female,IT,Premium,Chinese,0.0,Yes,1800.51,Credit Card,True,True,False,2,True
2017-03-15 17:59:27.881,3954,HTTP,162.244.8.169,1713,Chrome,65,Female,IN,Premium,Chinese,0.0,Yes,900.24,Others,True,True,False,2,True
2017-03-15 17:59:36.113,2935,HTTP,163.152.37.194,2961,Safari,57,Female,IT,Premium,Chinese,0.0,Yes,179.2,Cash,True,True,True,3,True
2017-03-15 17:04:25.672,2811,HTTP,163.172.28.159,308,Others,--,Unknown,JP,Not Logged In,Chinese,0.0,No,0.0,Debit Card,True,False,True,2,True
2017-03-15 18:00:13.393,2629,HTTP,163.180.142.84,515,Others,45,Female,JP,Normal,German,0.0,Yes,121.98,Debit Card,True,True,True,3,True
2017-03-15 17:05:08.690,2766,HTTP,163.47.12.104,264,Others,--,Unknown,AT,Not Logged In,Chinese,0.0,No,0.0,Cash,True,False,True,2,True
2017-03-15 17:05:10.223,2919,HTTP,163.53.179.94,46,Others,--,Unknown,IT,Not Logged In,Chinese,0.0,No,0.0,Credit Card,True,False,True,2,True
2017-03-15 17:05:10.816,2625,HTTP,163.53.211.48,46,Safari,--,Unknown,CA,Not Logged In,Chinese,0.0,No,0.0,Credit Card,True,False,True,2,True
2017-03-15 17:05:10.816,1505,HTTP,164.100.132.7,264,Safari,--,Unknown,AR,Not Logged In,Chinese,0.0,No,0.0,Credit Card,True,False,True,2,True
2017-03-15 17:05:11.768,2123,HTTP,164.100.153.202,46,Safari,--,Unknown,CN,Not Logged In,Chinese,0.0,No,0.0,Cash,True,False,True,2,True
2017-03-15 17:05:12.365,2293,HTTP,164.116.238.1,46,Safari,--,Unknown,US,Not Logged In,Chinese,0.0,No,0.0,Credit Card,True,False,True,2,True
2017-03-15 17:05:13.326,3082,HTTP,164.132.55.37,46,Microsoft Edge,--,Unknown,CA,Not Logged In,Chinese,0.0,No,0.0,Cash,True,False,True,2,True
2017-03-15 17:05:13.912,2086,HTTP,164.132.74.63,46,Microsoft Edge,--,Unknown,CH,Not Logged In,Chinese,0.0,No,0.0,Cash,True,False,True,2,True
2017-03-15 17:05:15.457,2361,HTTP,164.160.12.37,46,IOS App,--,Unknown,IT,Not Logged In,Chinese,0.0,No,0.0,Cash,True,False,True,2,True
2017-03-15 17:05:16.424,2882,HTTP,164.77.70.62,46,Chrome,--,Unknown,IT,Not Logged In,Spanish,0.0,No,0.0,Debit Card,True,False,True,2,True
2017-03-15 17:05:16.424,3050,HTTP,164.8.9.11,264,Chrome,--,Unknown,IT,Not Logged In,slovene,0.0,No,0.0,Others,True,False,True,2,True
2017-03-15 17:05:17.005,2975,HTTP,164.8.9.13,46,Chrome,--,Unknown,CH,Not Logged In,slovene,0.0,No,0.0,Credit Card,True,False,True,2,True
2017-03-15 17:05:17.005,1646,HTTP,164.82.32.13,264,Chrome,--,Unknown,CA,Not Logged In,Chinese,0.0,No,0.0,Credit Card,True,False,True,2,True
2017-03-15 17:05:17.971,3132,HTTP,165.117.232.82,46,Chrome,--,Unknown,IN,Not Logged In,Chinese,0.0,No,0.0,Debit Card,True,False,True,2,True
2017-03-15 17:05:17.971,1761,HTTP,165.117.232.83,264,Chrome,--,Unknown,IT,Not Logged In,Chinese,0.0,No,0.0,Credit Card,True,False,True,2,True
2017-03-15 17:05:19.517,2136,HTTP,165.144.230.90,264,Chrome,--,Unknown,PL,Not Logged In,Chinese,0.0,No,0.0,Debit Card,True,False,True,2,True
2017-03-15 17:05:20.077,1729,HTTP,165.189.21.155,264,Others,--,Unknown,US,Not Logged In,Chinese,0.0,No,0.0,Debit Card,True,False,True,2,True
2017-03-15 17:05:21.049,2981,HTTP,165.197.221.6,264,Others,--,Unknown,KR,Not Logged In,Chinese,0.0,No,0.0,Cash,True,False,True,2,True
2017-03-15 17:05:21.603,1750,HTTP,165.212.145.3,46,Others,--,Unknown,US,Not Logged In,Chinese,0.0,No,0.0,Cash,True,False,True,2,True
2017-03-15 17:05:21.603,2391,HTTP,165.225.104.64,264,Others,--,Unknown,IT,Not Logged In,Chinese,0.0,No,0.0,Cash,True,False,True,2,True
2017-03-15 17:05:22.583,2583,HTTP,165.225.104.64,46,Mozilla Firefox,--,Unknown,PE,Not Logged In,Chinese,0.0,No,0.0,Cash,True,False,True,2,True
2017-03-15 17:05:23.140,3159,HTTP,165.225.104.76,46,Mozilla Firefox,--,Unknown,RU,Not Logged In,Chinese,0.0,No,0.0,Debit Card,True,False,True,2,True
2017-03-15 17:05:23.140,2011,HTTP,165.225.104.79,264,Mozilla Firefox,--,Unknown,AR,Not Logged In,Chinese,0.0,No,0.0,Cash,True,False,True,2,True
2017-03-15 16:55:59.579,2740,HTTP,165.225.66.51,616,Android App,--,Unknown,CN,Not Logged In,Russian,0.0,No,0.0,Cash,True,False,True,2,True
2017-03-15 16:56:34.302,2768,HTTP,165.225.72.96,276,Android App,--,Unknown,CA,Not Logged In,Chinese,0.0,No,0.0,Cash,True,False,True,2,True
2017-03-15 11:57:53.131,1857,HTTP,165.225.80.59,123311,Android App,62,Female,IT,Normal,Russian,0.0,Yes,60.6,Cash,True,True,True,3,True
2017-03-15 18:00:13.447,3410,HTTP,165.225.80.64,92,Android App,48,Female,CN,Normal,English,0.0,Yes,1200.32,Cash,True,True,False,2,True
2017-03-15 18:00:13.447,2017,HTTP,165.225.98.95,190,Android App,62,Female,PE,Normal,English,0.0,Yes,20.92,Cash,True,True,True,3,True
2017-03-15 18:02:35.170,4619,HTTP,165.231.105.124,515,Android App,37,Female,US,Normal,English,0.0,Yes,81.32,Debit Card,True,True,False,2,True
2017-03-15 18:02:36.291,4869,HTTP,165.231.108.3,614,Mozilla Firefox,42,Female,NO,Normal,English,0.0,Yes,1800.51,Others,True,True,False,2,True
2017-03-15 18:03:13.394,3165,HTTP,165.231.87.33,589,Android App,20,Female,IT,Normal,English,0.0,Yes,5250.0,Debit Card,True,True,True,3,True
2017-03-15 18:06:10.325,3433,HTTP,165.231.95.22,307,IOS App,34,Female,CA,Premium,English,0.0,Yes,600.16,Cash,True,True,False,2,True
2017-03-15 18:06:32.473,2183,HTTP,165.231.96.143,40,Microsoft Edge,39,Male,CA,Premium,English,0.0,Yes,46.92,Credit Card,True,True,True,3,True
2017-03-15 16:58:29.009,1760,HTTP,165.231.96.176,616,Microsoft Edge,--,Unknown,IT,Not Logged In,English,0.0,No,0.0,Cash,True,False,True,2,True
2017-03-15 16:58:29.009,3238,HTTP,165.231.96.206,276,Microsoft Edge,--,Unknown,RU,Not Logged In,English,0.0,No,0.0,Credit Card,True,False,True,2,True
2017-03-15 18:06:46.508,3725,HTTP,165.231.96.206,326,Microsoft Edge,63,Male,SE,Premium,English,0.0,Yes,600.16,Debit Card,True,True,False,2,True
2017-03-15 18:07:53.503,3242,HTTP,165.231.96.206,46,Microsoft Edge,60,Male,IT,Premium,English,0.0,Yes,600.16,Credit Card,True,True,True,3,True
2017-03-15 18:05:35.167,2440,HTTP,165.255.125.115,556,Others,23,Female,CA,Normal,English,0.0,Yes,1500.4,Credit Card,True,True,True,3,True
2017-03-15 18:03:26.535,1768,HTTP,165.255.203.73,263,Others,41,Female,JP,Premium,English,0.0,Yes,203.3,Debit Card,True,True,True,3,True
2017-03-15 18:09:43.753,2689,HTTP,166.181.83.141,46,Microsoft Edge,69,Male,US,Premium,English,0.0,Yes,3000.85,Credit Card,True,True,True,3,True
2017-03-15 18:08:00.598,1636,HTTP,166.62.250.26,7686,IOS App,42,Female,CN,Premium,English,0.0,Yes,15.15,Cash,True,True,True,3,True
2017-03-15 18:10:12.716,1535,HTTP,166.78.241.174,60,IOS App,55,Female,US,Premium,English,0.0,Yes,10.46,Cash,True,True,True,3,True
2017-03-15 16:58:26.736,1801,HTTP,167.114.201.109,414,Others,--,Unknown,ZA,Not Logged In,English,0.0,No,0.0,Others,True,False,True,2,True
2017-03-15 16:58:26.736,1999,HTTP,167.114.201.109,924,Others,--,Unknown,US,Not Logged In,English,0.0,No,0.0,Cash,True,False,True,2,True
2017-03-15 17:12:32.938,2873,HTTP,167.114.201.109,308,Others,--,Unknown,ZA,Not Logged In,English,0.0,No,0.0,Cash,True,False,True,2,True
2017-03-15 18:11:10.992,4976,HTTP,167.114.219.241,46,Others,36,Female,CH,Premium,English,0.0,Yes,162.64,Cash,True,True,False,2,True
2017-03-15 18:09:13.447,1983,HTTP,168.10.184.100,639,Android App,21,Male,US,Normal,English,0.0,Yes,107.52,Credit Card,True,True,True,3,True
2017-03-15 18:11:48.906,2699,HTTP,168.181.120.70,315,Mozilla Firefox,48,Female,IT,Premium,English,0.0,Yes,3000.85,Debit Card,True,True,True,3,True
2017-03-15 18:11:48.906,1588,HTTP,168.187.210.250,5700,Mozilla Firefox,68,Female,PL,Premium,English,0.0,Yes,1800.51,Others,True,True,True,3,True
2017-03-15 18:14:44.273,3794,HTTP,168.235.196.204,106,Chrome,57,Male,US,Premium,English,0.0,Yes,600.16,Credit Card,True,True,False,2,True
2017-03-15 18:14:44.273,4091,HTTP,168.235.196.228,240,Chrome,18,Female,RU,Premium,English,0.0,Yes,26.15,Cash,True,True,False,2,True
2017-03-15 18:15:12.801,2044,HTTP,168.235.197.101,4421,IOS App,67,Female,CA,Premium,English,0.0,Yes,1800.51,Cash,True,True,True,3,True
2017-03-15 18:12:13.446,1681,HTTP,168.235.197.217,589,Microsoft Edge,51,Male,US,Normal,English,0.0,Yes,1500.4,Credit Card,True,True,True,3,True
2017-03-15 18:13:13.554,3496,HTTP,168.235.197.218,1726,Safari,41,Male,IT,Normal,English,0.0,Yes,26.15,Credit Card,True,True,False,2,True
2017-03-15 18:13:25.085,3077,UDP  ,168.235.197.219,441,Safari,36,Female,IT,Premium,English,0.0,Yes,143.36,Credit Card,True,True,True,3,True
2017-03-15 18:13:25.085,4684,ICMP ,168.235.197.236,469,Safari,58,Female,PL,Premium,English,0.0,Yes,300.08,Cash,True,True,False,2,True
2017-03-15 18:12:27.148,1570,HTTP,168.235.197.67,407,Others,57,Male,CA,Premium,Spanish,0.0,Yes,60.6,Debit Card,True,True,True,3,True
2017-03-15 18:14:35.169,3273,HTTP,168.235.197.92,515,Others,61,Female,CH,Normal,Spanish,0.0,Yes,15.69,Cash,True,True,False,2,True
2017-03-15 18:14:36.285,3483,HTTP,168.235.206.65,639,Safari,69,Female,CN,Normal,Italian,0.0,Yes,1200.32,Cash,True,True,False,2,True
2017-03-15 18:17:56.182,4641,HTTP,168.235.207.137,255,Safari,33,Female,RU,Premium,Italian,0.0,Yes,40.66,Cash,True,True,False,2,True
2017-03-15 18:18:32.875,3628,HTTP,168.235.207.243,4457,IOS App,58,Female,US,Premium,Italian,0.0,Yes,600.16,Cash,True,True,False,2,True
2017-03-15 18:18:58.788,3472,HTTP,168.235.207.35,46,Chrome,46,Male,US,Premium,Italian,0.0,Yes,26.15,Cash,True,True,False,2,True
