age,gender,country,sales,returned,returned_amount,churn_risk
37,Male,JP,0.0,Yes,600.16,1
22,Male,IN,21.376,No,0.0,0
64,Male,CA,8.016,No,0.0,0
23,Male,IT,30.768,No,0.0,0
62,Female,DE,18.936,No,0.0,0
60,Male,RU,122.352,No,0.0,0
22,Male,US,116.28,No,0.0,0
27,Female,US,132.6,No,0.0,0
33,Female,ZA,16.68,No,0.0,0
50,Female,IT,19.44,No,0.0,0
33,Female,IT,192.16,No,0.0,0
37,Male,AR,227.36,No,0.0,0
59,Female,JP,1919.976,No,0.0,0
68,Female,IN,12.828,No,0.0,0
19,Female,IT,45.888,No,0.0,0
22,Female,AT,60.12,No,0.0,0
51,Male,CH,0.0,Yes,5250.0,1
35,Male,CA,13.9,No,0.0,0
18,Male,RU,129.98,No,0.0,0
20,Female,IT,71.98,No,0.0,0
28,Male,IT,377.97,No,0.0,0
45,Female,ZA,124.36,No,0.0,0
69,Female,US,23.976,No,0.0,0
60,Female,IT,8.376,No,0.0,0
27,Male,IT,58.24,No,0.0,0
38,Female,AU,81.2,No,0.0,0
51,Male,IT,14.45,No,0.0,0
67,Male,RU,95.648,No,0.0,0
46,Female,IT,0.0,No,0.0,1
53,Female,PL,350.352,No,0.0,0
47,Male,US,0.0,Yes,600.16,1
31,Female,JP,629.958,No,0.0,0
50,Male,JP,6.63,No,0.0,0
25,Female,IT,799.96,No,0.0,0
34,Male,JP,107.53,No,0.0,0
20,Female,US,73.98,No,0.0,0
36,Female,IT,5.58,No,0.0,0
36,Female,PL,49.12,No,0.0,0
39,Female,AT,377.97,No,0.0,0
62,Male,AU,42.28,No,0.0,0
18,Male,AU,299.97,No,0.0,0
35,Female,IT,89.98,No,0.0,0
18,Male,US,477.24,No,0.0,0
41,Female,CA,25.98,No,0.0,0
38,Female,AR,46.72,No,0.0,0
42,Male,CN,35.34,No,0.0,0
21,Male,PL,257.64,No,0.0,0
58,Male,US,125.976,No,0.0,0
30,Female,CA,79.992,No,0.0,0
49,Female,CA,700.056,No,0.0,0
51,Male,CH,27.168,No,0.0,0
65,Male,CH,8.226,No,0.0,0
33,Male,IT,585.552,No,0.0,0
39,Male,MX,423.28,No,0.0,0
61,Female,GB,225.296,No,0.0,0
62,Female,IT,5.56,No,0.0,0
39,Male,US,323.37,No,0.0,0
24,Male,IT,783.96,No,0.0,0
40,Female,IT,1447.65,No,0.0,0
68,Female,CH,11.96,No,0.0,0
47,Male,CA,239.97,No,0.0,0
42,Female,IN,76.92,No,0.0,0
35,Female,IT,481.32,No,0.0,0
49,Male,IT,48.4,No,0.0,0
67,Male,IT,0.0,Yes,162.64,1
69,Female,IT,101.84,No,0.0,0
52,Female,PL,10.332,No,0.0,0
51,Female,FI,31.155,No,0.0,0
53,Female,US,8.928,No,0.0,0
33,Female,KR,34.384,No,0.0,0
28,Female,KR,1924.16,No,0.0,0
37,Male,US,32.192,No,0.0,0
21,Female,IT,50.12,No,0.0,0
66,Female,PE,47.976,No,0.0,0
53,Male,IT,54.5,No,0.0,0
37,Female,RU,19.104,No,0.0,0
25,Female,AR,49.44,No,0.0,0
27,Female,AT,10.368,No,0.0,0
34,Female,AT,154.44,No,0.0,0
32,Male,CH,0.0,Yes,1500.4,1
19,Male,KR,195.466,No,0.0,0
25,Female,CN,23.68,No,0.0,0
36,Male,CN,2.376,No,0.0,0
61,Female,CH,59.2,No,0.0,0
30,Female,GB,22.0,No,0.0,0
19,Female,RU,257.98,No,0.0,0
27,Male,CN,23.988,No,0.0,0
27,Male,CA,23.976,No,0.0,0
39,Female,CH,601.536,No,0.0,0
60,Female,GB,7.9,No,0.0,0
38,Female,IT,58.36,No,0.0,0
25,Female,CN,16.464,No,0.0,0
31,Male,PE,39.96,No,0.0,0
62,Male,US,25.96,No,0.0,0
41,Female,IT,36.27,No,0.0,0
22,Female,US,0.0,Yes,1200.32,1
59,Female,IT,1075.088,No,0.0,0
37,Male,CN,438.368,No,0.0,0
42,Female,US,18.088,No,0.0,0
25,Male,US,308.499,No,0.0,0
36,Female,US,13.36,No,0.0,0
54,Male,SE,39.96,No,0.0,0
23,Female,RU,145.85,No,0.0,0
65,Male,CN,783.96,No,0.0,0
60,Male,NO,7.88,No,0.0,0
39,Female,IN,41.37,No,0.0,0
48,Male,IT,12.84,No,0.0,0
52,Male,IT,25.68,No,0.0,0
51,Female,PL,47.516,No,0.0,0
39,Female,JP,9.42,No,0.0,0
24,Female,CH,12.96,No,0.0,0
30,Male,US,704.9,No,0.0,0
55,Male,IT,561.568,No,0.0,0
50,Female,US,179.82,No,0.0,0
23,Female,IN,185.58,No,0.0,0
64,Male,IT,214.11,No,0.0,0
18,Male,SE,999.96,No,0.0,0
23,Male,JP,653.55,No,0.0,0
57,Male,IN,114.6,No,0.0,0
24,Male,US,60.74,No,0.0,0
27,Female,RU,124.36,No,0.0,0
33,Female,CA,1088.76,No,0.0,0
52,Female,IT,6.72,No,0.0,0
23,Male,US,298.776,No,0.0,0
46,Male,PR,0.0,Yes,26.15,1
23,Female,IT,8.928,No,0.0,0
49,Male,CA,47.584,No,0.0,0
53,Female,IT,33.792,No,0.0,0
22,Male,RU,0.0,Yes,60.6,1
44,Female,SE,2.724,No,0.0,0
42,Female,GB,3.264,No,0.0,0
38,Female,IT,108.336,No,0.0,0
35,Male,US,55.92,No,0.0,0
59,Female,US,78.304,No,0.0,0
52,Female,US,443.92,No,0.0,0
40,Female,IT,155.976,No,0.0,0
33,Female,PL,15.47,No,0.0,0
39,Male,IT,0.0,Yes,15.69,1
49,Male,PL,10.89,No,0.0,0
52,Male,CA,19.44,No,0.0,0
41,Female,CO,121.6,No,0.0,0
66,Female,PL,695.7,No,0.0,0
55,Female,JP,120.33,No,0.0,0
58,Female,CA,1139.92,No,0.0,0
50,Male,RU,229.544,No,0.0,0
46,Female,AT,143.728,No,0.0,0
51,Female,AU,36.048,No,0.0,0
57,Female,CA,845.488,No,0.0,0
24,Female,CH,50.94,No,0.0,0
55,Male,CN,762.594,No,0.0,0
61,Male,PL,56.28,No,0.0,0
48,Male,RU,2690.97,No,0.0,0
53,Male,CN,7.434,No,0.0,0
43,Female,RU,64.784,No,0.0,0
33,Male,US,28.16,No,0.0,0
62,Female,AT,14.98,No,0.0,0
69,Male,JP,20.32,No,0.0,0
48,Female,CN,40.29,No,0.0,0
50,Male,CN,20.23,No,0.0,0
55,Male,CN,1603.136,No,0.0,0
52,Female,US,225.296,No,0.0,0
37,Male,PL,67.8,No,0.0,0
43,Female,US,377.97,No,0.0,0
69,Female,IT,1628.82,No,0.0,0
45,Male,IT,286.93,No,0.0,0
50,Female,US,20.736,No,0.0,0
32,Female,CA,31.44,No,0.0,0
48,Female,CN,83.79,No,0.0,0
36,Female,US,0.0,Yes,162.64,1
52,Female,AU,31.92,No,0.0,0
55,Male,AT,14.72,No,0.0,0
60,Female,CO,38.976,No,0.0,0
64,Female,ZA,17.088,No,0.0,0
26,Male,US,74.352,No,0.0,0
34,Female,IT,314.352,No,0.0,0
43,Female,ZA,4.26,No,0.0,0
68,Female,CH,811.28,No,0.0,0
66,Female,IT,0.0,Yes,1200.32,1
51,Female,JP,153.568,No,0.0,0
43,Female,PR,0.0,Yes,162.64,1
39,Male,CA,52.34,No,0.0,0
54,Male,US,4.66,No,0.0,0
45,Female,NO,254.97,No,0.0,0
40,Female,RU,25.44,No,0.0,0
27,Female,AR,27.93,No,0.0,0
56,Female,IN,8.85,No,0.0,0
60,Female,US,0.0,Yes,1200.32,1
36,Male,IT,17.456,No,0.0,0
23,Female,IT,307.92,No,0.0,0
49,Male,IT,6.63,No,0.0,0
47,Female,IT,12.96,No,0.0,0
40,Female,US,32.4,No,0.0,0
28,Male,CA,23.85,No,0.0,0
31,Female,IT,51.96,No,0.0,0
40,Male,IT,17.94,No,0.0,0
33,Male,PL,11.56,No,0.0,0
53,Female,JP,26.4,No,0.0,0
57,Female,IT,69.08,No,0.0,0
18,Female,CN,35.88,No,0.0,0
42,Female,US,49.65,No,0.0,0
67,Male,US,959.968,No,0.0,0
58,Female,US,408.422,No,0.0,0
20,Female,SE,479.984,No,0.0,0
19,Female,RU,12.6,No,0.0,0
34,Female,CN,184.66,No,0.0,0
21,Female,NO,23.12,No,0.0,0
30,Female,IN,37.464,No,0.0,0
47,Male,IT,539.658,No,0.0,0
39,Male,IT,310.12,No,0.0,0
67,Female,PL,8.56,No,0.0,0
18,Male,JP,52.4,No,0.0,0
56,Male,CH,14.94,No,0.0,0
19,Male,US,11.22,No,0.0,0
57,Female,IT,387.136,No,0.0,0
24,Male,US,41.4,No,0.0,0
69,Male,IN,35.0,No,0.0,0
22,Female,IT,39.552,No,0.0,0
66,Female,SE,135.72,No,0.0,0
22,Female,JP,12.56,No,0.0,0
27,Female,IN,263.96,No,0.0,0
59,Female,US,5.952,No,0.0,0
51,Female,RU,15.8,No,0.0,0
58,Male,CA,14.368,No,0.0,0
51,Male,IT,70.448,No,0.0,0
64,Male,US,129.3,No,0.0,0
24,Male,PR,3.882,No,0.0,0
35,Female,IT,0.0,Yes,1050.0,1
39,Male,CA,19.9,No,0.0,0
57,Male,IT,70.71,No,0.0,0
55,Male,RU,18.84,No,0.0,0
34,Female,SE,8.64,No,0.0,0
36,Male,GB,1633.188,No,0.0,0
49,Female,IT,19.76,No,0.0,0
68,Male,US,6.608,No,0.0,0
69,Female,US,0.0,Yes,1200.32,1
36,Female,US,144.784,No,0.0,0
66,Male,IT,156.792,No,0.0,0
30,Female,PL,431.976,No,0.0,0
58,Female,IT,35.89,No,0.0,0
40,Female,PL,47.208,No,0.0,0
25,Male,CA,248.08,No,0.0,0
46,Male,CO,189.7,No,0.0,0
33,Female,PL,59.808,No,0.0,0
55,Female,JP,90.99,No,0.0,0
38,Female,CA,1526.56,No,0.0,0
26,Female,RU,0.0,No,0.0,1
40,Male,AT,305.01,No,0.0,0
56,Male,AU,18.7,No,0.0,0
68,Female,CA,38.29,No,0.0,0
40,Female,CH,26.25,No,0.0,0
21,Female,CN,64.96,No,0.0,0
18,Female,PL,43.7,No,0.0,0
59,Male,RU,41.6,No,0.0,0
51,Male,CN,23.12,No,0.0,0
37,Male,RU,113.888,No,0.0,0
54,Male,US,113.568,No,0.0,0
18,Male,AT,7.92,No,0.0,0
62,Male,JP,671.984,No,0.0,0
33,Female,CN,39.99,No,0.0,0
28,Female,CN,191.646,No,0.0,0
19,Female,CN,2.313,No,0.0,0
24,Female,US,19.936,No,0.0,0
28,Male,PL,45.92,No,0.0,0
34,Male,US,20.34,No,0.0,0
49,Female,IT,39.28,No,0.0,0
50,Female,IT,81.568,No,0.0,0
65,Male,US,97.184,No,0.0,0
22,Female,CA,24.32,No,0.0,0
69,Female,CN,18.96,No,0.0,0
31,Female,US,32.952,No,0.0,0
23,Male,AU,30.016,No,0.0,0
65,Male,AT,499.584,No,0.0,0
54,Female,CO,31.104,No,0.0,0
53,Male,ZA,13.272,No,0.0,0
18,Male,US,28.272,No,0.0,0
66,Male,IT,259.136,No,0.0,0
69,Male,ZA,10.8,No,0.0,0
42,Female,CH,244.006,No,0.0,0
32,Female,IT,15.936,No,0.0,0
66,Female,JP,188.552,No,0.0,0
44,Female,PR,22.58,No,0.0,0
32,Male,CA,545.94,No,0.0,0
27,Female,US,20.736,No,0.0,0
18,Male,NO,43.296,No,0.0,0
25,Male,RU,123.136,No,0.0,0
41,Male,AR,11.264,No,0.0,0
53,Female,IN,53.424,No,0.0,0
57,Male,US,275.49,No,0.0,0
47,Male,IT,24.96,No,0.0,0
24,Female,IT,19.36,No,0.0,0
19,Male,IT,1267.65,No,0.0,0
21,Female,IT,12.99,No,0.0,0
55,Male,US,18.56,No,0.0,0
53,Male,CA,449.15,No,0.0,0
40,Female,IT,31.248,No,0.0,0
65,Male,IT,61.44,No,0.0,0
38,Male,PL,895.92,No,0.0,0
36,Female,JP,55.36,No,0.0,0
63,Male,AT,55.92,No,0.0,0
32,Male,JP,24.896,No,0.0,0
45,Female,CN,3.984,No,0.0,0
32,Male,CN,95.968,No,0.0,0
52,Female,CN,206.991,No,0.0,0
56,Female,US,44.416,No,0.0,0
59,Female,PL,9.006,No,0.0,0
45,Female,US,19.0,No,0.0,0
20,Female,IT,33.376,No,0.0,0
67,Male,IT,207.48,No,0.0,0
20,Female,US,91.68,No,0.0,0
58,Female,CA,904.9,No,0.0,0
51,Female,CN,34.272,No,0.0,0
28,Male,US,191.82,No,0.0,0
55,Male,AU,243.88,No,0.0,0
44,Male,AT,12.03,No,0.0,0
42,Female,CO,2549.985,No,0.0,0
43,Male,ZA,21.594,No,0.0,0
30,Female,US,8.964,No,0.0,0
31,Female,IT,20.736,No,0.0,0
38,Female,ZA,344.22,No,0.0,0
49,Male,CH,727.296,No,0.0,0
54,Male,IT,22.608,No,0.0,0
29,Male,JP,666.4,No,0.0,0
50,Male,PR,5.04,No,0.0,0
51,Male,CA,92.94,No,0.0,0
66,Female,US,66.69,No,0.0,0
32,Male,NO,91.68,No,0.0,0
29,Male,RU,327.7328,No,0.0,0
55,Male,AR,52.272,No,0.0,0
34,Male,IN,17.94,No,0.0,0
63,Male,US,254.352,No,0.0,0
62,Female,IT,8.288,No,0.0,0
31,Female,IT,504.9,No,0.0,0
42,Female,IT,403.168,No,0.0,0
27,Female,IT,194.32,No,0.0,0
32,Male,US,25.99,No,0.0,0
28,Male,CA,195.136,No,0.0,0
58,Female,IT,20.736,No,0.0,0
60,Male,IT,53.7,No,0.0,0
42,Female,PL,36.26,No,0.0,0
42,Male,JP,56.3,No,0.0,0
49,Female,IT,32.4,No,0.0,0
20,Female,CN,29.16,No,0.0,0
65,Female,US,171.288,No,0.0,0
69,Female,US,16.72,No,0.0,0
69,Male,US,12.96,No,0.0,0
27,Male,SE,22.18,No,0.0,0
37,Male,RU,2054.272,No,0.0,0
25,Female,CN,1022.97,No,0.0,0
26,Male,NO,13.9,No,0.0,0
30,Male,IN,26.38,No,0.0,0
52,Female,IT,43.176,No,0.0,0
53,Female,IT,411.8,No,0.0,0
42,Male,PL,0.0,No,0.0,1
36,Female,JP,41.96,No,0.0,0
24,Male,CH,227.84,No,0.0,0
51,Female,US,37.94,No,0.0,0
54,Male,IT,517.9,No,0.0,0
60,Female,US,5.28,No,0.0,0
28,Male,IN,2799.96,No,0.0,0
45,Female,IT,8.96,No,0.0,0
44,Female,SE,31.5,No,0.0,0
37,Male,JP,30.56,No,0.0,0
38,Female,IN,24.368,No,0.0,0
32,Female,US,119.976,No,0.0,0
64,Female,RU,26.88,No,0.0,0
20,Male,CA,83.97,No,0.0,0
54,Male,IT,104.97,No,0.0,0
19,Male,US,90.8,No,0.0,0
19,Female,PR,140.736,No,0.0,0
48,Female,IT,214.95,No,0.0,0
44,Male,CA,45.36,No,0.0,0
62,Female,IT,288.24,No,0.0,0
43,Female,RU,663.936,No,0.0,0
62,Male,SE,2934.33,No,0.0,0
24,Female,GB,124.41,No,0.0,0
65,Male,IT,57.75,No,0.0,0
41,Female,US,114.46,No,0.0,0
68,Male,US,120.666,No,0.0,0
60,Female,US,342.864,No,0.0,0
23,Male,IT,16.74,No,0.0,0
46,Male,PL,981.372,No,0.0,0
49,Female,IT,31.84,No,0.0,0
52,Female,PL,12.96,No,0.0,0
63,Female,CA,43.176,No,0.0,0
62,Male,CO,58.34,No,0.0,0
26,Female,PL,539.97,No,0.0,0
24,Male,CA,3.928,No,0.0,0
25,Female,AR,252.784,No,0.0,0
42,Male,PL,127.984,No,0.0,0
37,Male,IN,3.984,No,0.0,0
31,Female,KR,12.992,No,0.0,0
39,Male,CA,0.0,Yes,5.23,1
22,Female,CN,671.93,No,0.0,0
46,Female,AT,0.0,Yes,1200.32,1
18,Female,US,479.95,No,0.0,0
24,Female,CA,166.44,No,0.0,0
35,Female,SE,31.68,No,0.0,0
62,Female,CH,10.368,No,0.0,0
60,Male,IN,12.032,No,0.0,0
23,Male,IN,5.768,No,0.0,0
20,Male,US,33.12,No,0.0,0
25,Female,NO,220.2656,No,0.0,0
40,Female,IN,10.776,No,0.0,0
67,Female,JP,242.352,No,0.0,0
39,Female,PL,695.16,No,0.0,0
68,Female,GB,220.98,No,0.0,0
56,Female,CA,12.957,No,0.0,0
61,Male,SE,25.68,No,0.0,0
35,Female,JP,15.712,No,0.0,0
58,Male,CH,298.464,No,0.0,0
37,Male,ZA,21.93,No,0.0,0
59,Female,CA,242.94,No,0.0,0
61,Male,AT,7.64,No,0.0,0
34,Female,CA,51.84,No,0.0,0
67,Male,NO,265.17,No,0.0,0
56,Male,CA,837.6,No,0.0,0
60,Male,MX,135.9,No,0.0,0
41,Female,CA,34.68,No,0.0,0
53,Male,IT,532.704,No,0.0,0
59,Male,US,43.1,No,0.0,0
23,Male,US,15.88,No,0.0,0
20,Male,US,1123.92,No,0.0,0
63,Female,IT,249.584,No,0.0,0
50,Female,RU,48.672,No,0.0,0
56,Male,RU,60.768,No,0.0,0
45,Female,JP,78.6,No,0.0,0
59,Male,IT,3.768,No,0.0,0
21,Female,US,1036.624,No,0.0,0
27,Male,IT,563.808,No,0.0,0
64,Male,CA,258.528,No,0.0,0
38,Male,JP,49.12,No,0.0,0
40,Male,IT,44.46,No,0.0,0
32,Male,IT,241.568,No,0.0,0
23,Female,US,395.0,No,0.0,0
54,Female,CA,627.168,No,0.0,0
26,Male,CN,13.28,No,0.0,0
54,Female,CN,12.672,No,0.0,0
51,Male,ZA,30.56,No,0.0,0
40,Female,IT,77.952,No,0.0,0
43,Female,CA,67.992,No,0.0,0
39,Male,CN,12.224,No,0.0,0
68,Female,US,44.784,No,0.0,0
31,Female,CA,22.848,No,0.0,0
68,Female,AR,206.43,No,0.0,0
28,Male,GB,210.392,No,0.0,0
29,Male,DE,119.96,No,0.0,0
69,Male,US,10.608,No,0.0,0
41,Female,IN,347.802,No,0.0,0
58,Female,IN,963.136,No,0.0,0
36,Male,IN,88.776,No,0.0,0
35,Male,IN,32.4,No,0.0,0
30,Female,PL,32.4,No,0.0,0
41,Male,GB,31.05,No,0.0,0
61,Female,CA,2025.36,No,0.0,0
61,Female,SE,1799.994,No,0.0,0
25,Male,JP,101.988,No,0.0,0
39,Female,CH,262.864,No,0.0,0
25,Female,ZA,735.98,No,0.0,0
60,Male,CA,93.024,No,0.0,0
37,Male,AT,284.364,No,0.0,0
21,Female,CA,26.0,No,0.0,0
52,Male,NO,67.64,No,0.0,0
52,Female,CA,119.976,No,0.0,0
27,Male,MX,5.18,No,0.0,0
22,Female,CA,15.56,No,0.0,0
22,Female,IT,78.35,No,0.0,0
44,Female,US,0.0,Yes,121.98,1
--,Unknown,US,0.0,No,0.0,1
--,Unknown,US,0.0,No,0.0,1
25,Male,IT,19.35,No,0.0,0
47,Male,RU,67.0,No,0.0,0
35,Female,RU,390.272,No,0.0,0
56,Female,JP,0.0,Yes,600.16,1
55,Female,IT,23.88,No,0.0,0
59,Male,US,3.168,No,0.0,0
66,Male,IT,528.43,No,0.0,0
42,Female,CA,13.392,No,0.0,0
67,Male,JP,181.86,No,0.0,0
59,Male,IT,180.588,No,0.0,0
37,Female,IT,47.984,No,0.0,0
61,Female,US,18.76,No,0.0,0
31,Male,CA,20.94,No,0.0,0
39,Male,CN,58.68,No,0.0,0
28,Female,CN,254.9,No,0.0,0
18,Male,ZA,9.64,No,0.0,0
40,Female,IT,826.62,No,0.0,0
34,Female,CA,1633.14,No,0.0,0
58,Female,CN,0.0,No,0.0,1
28,Female,US,26.046,No,0.0,0
40,Female,CA,74.352,No,0.0,0
64,Female,AR,69.93,No,0.0,0
69,Female,GB,3.75,No,0.0,0
28,Male,DE,20.928,No,0.0,0
62,Male,US,12.672,No,0.0,0
33,Male,IN,65.99,No,0.0,0
42,Male,CA,6.37,No,0.0,0
52,Female,AR,3.648,No,0.0,0
30,Female,PL,31.104,No,0.0,0
33,Female,IN,23.34,No,0.0,0
51,Male,KR,29.97,No,0.0,0
28,Male,CA,3.366,No,0.0,0
60,Female,CN,95.968,No,0.0,0
43,Male,AT,18.704,No,0.0,0
46,Female,US,149.232,No,0.0,0
48,Male,CA,15.936,No,0.0,0
25,Female,SE,601.536,No,0.0,0
22,Female,CH,10.99,No,0.0,0
37,Female,IN,39.88,No,0.0,0
59,Male,IN,0.0,Yes,5.23,1
25,Female,US,53.2,No,0.0,0
60,Female,NO,39.84,No,0.0,0
30,Male,IN,349.95,No,0.0,0
60,Male,JP,377.928,No,0.0,0
59,Female,PL,13.392,No,0.0,0
40,Female,GB,11.228,No,0.0,0
55,Female,CA,207.24,No,0.0,0
29,Male,SE,0.0,Yes,143.36,1
48,Female,JP,34.848,No,0.0,0
59,Female,CH,75.18,No,0.0,0
49,Male,ZA,149.97,No,0.0,0
21,Female,CA,931.176,No,0.0,0
29,Male,AT,430.88,No,0.0,0
57,Male,CA,94.85,No,0.0,0
42,Female,NO,51.12,No,0.0,0
59,Male,CA,90.0,No,0.0,0
19,Female,MX,9.408,No,0.0,0
39,Female,CA,4.672,No,0.0,0
63,Female,IT,318.4,No,0.0,0
60,Female,US,12.768,No,0.0,0
48,Male,US,15.36,No,0.0,0
64,Male,US,230.376,No,0.0,0
54,Male,IT,0.0,Yes,45.45,1
42,Female,RU,375.34,No,0.0,0
61,Female,RU,114.9,No,0.0,0
56,Male,JP,26.046,No,0.0,0
49,Male,IT,2.896,No,0.0,0
44,Female,US,32.544,No,0.0,0
28,Female,IT,3.984,No,0.0,0
30,Female,CA,181.797,No,0.0,0
32,Female,JP,44.94,No,0.0,0
26,Female,IT,45.576,No,0.0,0
51,Female,IT,318.43,No,0.0,0
57,Female,US,122.92,No,0.0,0
41,Female,CA,7.068,No,0.0,0
21,Male,CN,56.45,No,0.0,0
59,Male,CN,13.468,No,0.0,0
40,Female,ZA,219.8,No,0.0,0
43,Female,IT,317.058,No,0.0,0
56,Female,CA,49.08,No,0.0,0
49,Female,CN,324.9,No,0.0,0
43,Female,US,18.24,No,0.0,0
38,Female,CA,113.888,No,0.0,0
21,Female,AR,105.584,No,0.0,0
50,Female,GB,24.85,No,0.0,0
31,Female,DE,0.0,Yes,107.52,1
61,Female,US,0.0,Yes,1050.0,1
21,Female,JP,27.184,No,0.0,0
48,Female,AU,107.984,No,0.0,0
36,Male,IT,19.296,No,0.0,0
67,Male,RU,4.608,No,0.0,0
62,Female,CH,79.974,No,0.0,0
65,Male,AR,2.946,No,0.0,0
50,Male,FI,3.136,No,0.0,0
40,Female,IN,20.736,No,0.0,0
35,Female,CA,99.98,No,0.0,0
66,Male,AU,733.95,No,0.0,0
61,Male,CA,241.44,No,0.0,0
60,Female,IT,10.08,No,0.0,0
46,Male,IT,281.904,No,0.0,0
26,Female,IT,201.432,No,0.0,0
45,Male,AU,135.98,No,0.0,0
69,Female,IT,44.95,No,0.0,0
67,Male,IT,2.97,No,0.0,0
32,Male,IT,6.54,No,0.0,0
41,Male,US,7.92,No,0.0,0
20,Male,RU,203.92,No,0.0,0
43,Female,CN,0.0,Yes,900.24,1
30,Female,CA,18.24,No,0.0,0
33,Male,CN,27.78,No,0.0,0
24,Female,CH,22.96,No,0.0,0
20,Female,CN,28.99,No,0.0,0
56,Male,CA,12.96,No,0.0,0
21,Female,AT,22.96,No,0.0,0
41,Male,GB,0.0,Yes,600.16,1
30,Female,CA,47.984,No,0.0,0
24,Female,JP,4.624,No,0.0,0
64,Male,PL,15.24,No,0.0,0
55,Male,CH,63.924,No,0.0,0
39,Female,US,6.56,No,0.0,0
50,Male,RU,13.11,No,0.0,0
25,Male,US,494.376,No,0.0,0
53,Male,US,29.2,No,0.0,0
64,Male,JP,248.85,No,0.0,0
64,Female,AU,36.24,No,0.0,0
32,Female,CA,11.68,No,0.0,0
41,Female,NO,11.91,No,0.0,0
35,Female,CH,3.48,No,0.0,0
19,Female,RU,30.96,No,0.0,0
66,Male,SE,1704.89,No,0.0,0
32,Male,IT,19.194,No,0.0,0
62,Female,US,121.792,No,0.0,0
39,Female,CA,1919.976,No,0.0,0
51,Female,DE,50.997,No,0.0,0
43,Male,CA,76.792,No,0.0,0
62,Male,JP,539.964,No,0.0,0
48,Female,JP,0.0,Yes,1200.34,1
67,Female,GB,0.0,Yes,162.64,1
49,Female,IT,12.984,No,0.0,0
42,Female,AT,217.584,No,0.0,0
--,Unknown,IT,0.0,No,0.0,1
--,Unknown,CH,0.0,No,0.0,1
61,Female,IT,47.984,No,0.0,0
49,Male,MX,25.344,No,0.0,0
19,Male,IT,232.4,No,0.0,0
21,Female,IT,86.45,No,0.0,0
51,Female,KR,603.92,No,0.0,0
22,Female,IT,81.98,No,0.0,0
52,Female,PR,271.764,No,0.0,0
48,Female,AU,14.376,No,0.0,0
--,Unknown,US,0.0,No,0.0,1
--,Unknown,IT,0.0,No,0.0,1
--,Unknown,US,0.0,No,0.0,1
--,Unknown,RU,0.0,No,0.0,1
44,Male,IT,662.88,No,0.0,0
40,Female,SE,25.92,No,0.0,0
23,Female,AR,68.94,No,0.0,0
35,Male,GB,128.82,No,0.0,0
20,Female,IT,896.99,No,0.0,0
37,Male,IT,0.0,Yes,20.92,1
39,Male,CH,67.56,No,0.0,0
49,Female,US,21.72,No,0.0,0
36,Male,CN,262.336,No,0.0,0
64,Female,GB,148.48,No,0.0,0
26,Male,GB,241.176,No,0.0,0
41,Female,GB,227.976,No,0.0,0
67,Female,DE,52.68,No,0.0,0
40,Male,US,2.032,No,0.0,0
64,Female,NO,17.12,No,0.0,0
51,Female,DK,431.968,No,0.0,0
38,Female,JP,129.92,No,0.0,0
52,Female,IT,568.728,No,0.0,0
26,Female,SE,117.144,No,0.0,0
66,Male,DE,203.52,No,0.0,0
53,Male,AU,51.75,No,0.0,0
32,Male,CA,122.97,No,0.0,0
19,Female,CO,244.615,No,0.0,0
35,Female,US,59.97,No,0.0,0
69,Male,RU,81.54,No,0.0,0
46,Male,IT,11.68,No,0.0,0
49,Male,DE,29.0,No,0.0,0
36,Female,US,50.8,No,0.0,0
37,Male,CA,16.03,No,0.0,0
67,Female,IT,15.712,No,0.0,0
55,Female,AU,89.97,No,0.0,0
36,Female,US,435.999,No,0.0,0
63,Male,RU,83.984,No,0.0,0
69,Female,IT,0.0,No,0.0,1
43,Female,US,70.56,No,0.0,0
28,Female,IT,20.88,No,0.0,0
29,Male,IT,3.81,No,0.0,0
26,Male,AT,73.008,No,0.0,0
46,Female,SE,3.208,No,0.0,0
50,Female,CN,26.176,No,0.0,0
67,Male,CH,30.44,No,0.0,0
36,Female,US,35.28,No,0.0,0
51,Female,AU,19.44,No,0.0,0
40,Male,IT,37.88,No,0.0,0
47,Female,CH,9.552,No,0.0,0
52,Female,US,290.666,No,0.0,0
28,Female,RU,10.368,No,0.0,0
44,Female,US,14.352,No,0.0,0
44,Female,AE,141.96,No,0.0,0
42,Male,IT,66.048,No,0.0,0
64,Female,IT,1287.45,No,0.0,0
62,Female,US,25.824,No,0.0,0
22,Male,CH,160.96,No,0.0,0
52,Male,CH,28.44,No,0.0,0
25,Female,IT,364.41,No,0.0,0
60,Male,AT,39.96,No,0.0,0
34,Female,IE,0.0,No,0.0,1
37,Female,US,111.672,No,0.0,0
59,Female,US,13.776,No,0.0,0
19,Female,CA,10.272,No,0.0,0
64,Male,CH,24.048,No,0.0,0
46,Female,US,2.896,No,0.0,0
67,Female,NO,17.94,No,0.0,0
44,Male,IT,384.174,No,0.0,0
69,Male,IT,1799.75,No,0.0,0
47,Male,CH,580.672,No,0.0,0
65,Female,IT,18.936,No,0.0,0
29,Female,IT,222.384,No,0.0,0
49,Female,JP,50.454,No,0.0,0
52,Male,GB,154.764,No,0.0,0
49,Female,PE,0.0,Yes,5.23,1
64,Male,CA,1091.168,No,0.0,0
48,Female,GB,219.168,No,0.0,0
31,Female,SE,0.0,Yes,300.08,1
